table,column,datatype,size,transform,d_start,d_length,d_sequence,description
c23002b,c23002b017,float,,^jam_float,181,,,In labor force:
c23002b,c23002b017_m90,float,,^jam_float,181,,,Margin of error for: C23002B017
c23002b,c23002b018,float,,^jam_float,182,,,In Armed Forces
c23002b,c23002b018_m90,float,,^jam_float,182,,,Margin of error for: C23002B018
c23002b,c23002b019,float,,^jam_float,183,,,Civilian:
c23002b,c23002b019_m90,float,,^jam_float,183,,,Margin of error for: C23002B019
c23002b,c23002b020,float,,^jam_float,184,,,Employed
c23002b,c23002b020_m90,float,,^jam_float,184,,,Margin of error for: C23002B020
c23002b,c23002b021,float,,^jam_float,185,,,Unemployed
c23002b,c23002b021_m90,float,,^jam_float,185,,,Margin of error for: C23002B021
c23002b,c23002b022,float,,^jam_float,186,,,Not in labor force
c23002b,c23002b022_m90,float,,^jam_float,186,,,Margin of error for: C23002B022
c23002b,c23002b023,float,,^jam_float,187,,,65 years and over:
c23002b,c23002b023_m90,float,,^jam_float,187,,,Margin of error for: C23002B023
c23002b,c23002b024,float,,^jam_float,188,,,In labor force:
c23002b,c23002b024_m90,float,,^jam_float,188,,,Margin of error for: C23002B024
c23002b,c23002b025,float,,^jam_float,189,,,Employed
c23002b,c23002b025_m90,float,,^jam_float,189,,,Margin of error for: C23002B025
c23002b,c23002b026,float,,^jam_float,190,,,Unemployed
c23002b,c23002b026_m90,float,,^jam_float,190,,,Margin of error for: C23002B026
c23002b,c23002b027,float,,^jam_float,191,,,Not in labor force
c23002b,c23002b027_m90,float,,^jam_float,191,,,Margin of error for: C23002B027
,,,,,,,,
b17001c,id,int,,,7,59,63,Poverty Status In The Past 12 Months By Sex By Age (American Indian And Alaska Native Alone)
b17001c,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
b17001c,chariter,str,3,,3,,,Character Iteration
b17001c,sequence,int,4,,4,,,Sequence Number
b17001c,logrecno,int,7,,5,,,Logical Record Number
b17001c,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
b17001c,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
b17001c,sumlevel,int,,||row.geoid.sl,,,,Summary Level
b17001c,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
b17001c,b17001c001,float,,^jam_float,7,,,Total:
b17001c,b17001c001_m90,float,,^jam_float,7,,,Margin of error for: B17001C001
b17001c,b17001c002,float,,^jam_float,8,,,Income in the past 12 months below poverty level:
b17001c,b17001c002_m90,float,,^jam_float,8,,,Margin of error for: B17001C002
b17001c,b17001c003,float,,^jam_float,9,,,Male:
b17001c,b17001c003_m90,float,,^jam_float,9,,,Margin of error for: B17001C003
b17001c,b17001c004,float,,^jam_float,10,,,Under 5 years
b17001c,b17001c004_m90,float,,^jam_float,10,,,Margin of error for: B17001C004
b17001c,b17001c005,float,,^jam_float,11,,,5 years
b17001c,b17001c005_m90,float,,^jam_float,11,,,Margin of error for: B17001C005
b17001c,b17001c006,float,,^jam_float,12,,,6 to 11 years
b17001c,b17001c006_m90,float,,^jam_float,12,,,Margin of error for: B17001C006
b17001c,b17001c007,float,,^jam_float,13,,,12 to 14 years
b17001c,b17001c007_m90,float,,^jam_float,13,,,Margin of error for: B17001C007
b17001c,b17001c008,float,,^jam_float,14,,,15 years
b17001c,b17001c008_m90,float,,^jam_float,14,,,Margin of error for: B17001C008
b17001c,b17001c009,float,,^jam_float,15,,,16 and 17 years
b17001c,b17001c009_m90,float,,^jam_float,15,,,Margin of error for: B17001C009
b17001c,b17001c010,float,,^jam_float,16,,,18 to 24 years
b17001c,b17001c010_m90,float,,^jam_float,16,,,Margin of error for: B17001C010
b17001c,b17001c011,float,,^jam_float,17,,,25 to 34 years
b17001c,b17001c011_m90,float,,^jam_float,17,,,Margin of error for: B17001C011
b17001c,b17001c012,float,,^jam_float,18,,,35 to 44 years
b17001c,b17001c012_m90,float,,^jam_float,18,,,Margin of error for: B17001C012
b17001c,b17001c013,float,,^jam_float,19,,,45 to 54 years
b17001c,b17001c013_m90,float,,^jam_float,19,,,Margin of error for: B17001C013
b17001c,b17001c014,float,,^jam_float,20,,,55 to 64 years
b17001c,b17001c014_m90,float,,^jam_float,20,,,Margin of error for: B17001C014
b17001c,b17001c015,float,,^jam_float,21,,,65 to 74 years
b17001c,b17001c015_m90,float,,^jam_float,21,,,Margin of error for: B17001C015
b17001c,b17001c016,float,,^jam_float,22,,,75 years and over
b17001c,b17001c016_m90,float,,^jam_float,22,,,Margin of error for: B17001C016
b17001c,b17001c017,float,,^jam_float,23,,,Female:
b17001c,b17001c017_m90,float,,^jam_float,23,,,Margin of error for: B17001C017
b17001c,b17001c018,float,,^jam_float,24,,,Under 5 years
b17001c,b17001c018_m90,float,,^jam_float,24,,,Margin of error for: B17001C018
b17001c,b17001c019,float,,^jam_float,25,,,5 years
b17001c,b17001c019_m90,float,,^jam_float,25,,,Margin of error for: B17001C019
b17001c,b17001c020,float,,^jam_float,26,,,6 to 11 years
b17001c,b17001c020_m90,float,,^jam_float,26,,,Margin of error for: B17001C020
b17001c,b17001c021,float,,^jam_float,27,,,12 to 14 years
b17001c,b17001c021_m90,float,,^jam_float,27,,,Margin of error for: B17001C021
b17001c,b17001c022,float,,^jam_float,28,,,15 years
b17001c,b17001c022_m90,float,,^jam_float,28,,,Margin of error for: B17001C022
b17001c,b17001c023,float,,^jam_float,29,,,16 and 17 years
b17001c,b17001c023_m90,float,,^jam_float,29,,,Margin of error for: B17001C023
b17001c,b17001c024,float,,^jam_float,30,,,18 to 24 years
b17001c,b17001c024_m90,float,,^jam_float,30,,,Margin of error for: B17001C024
b17001c,b17001c025,float,,^jam_float,31,,,25 to 34 years
b17001c,b17001c025_m90,float,,^jam_float,31,,,Margin of error for: B17001C025
b17001c,b17001c026,float,,^jam_float,32,,,35 to 44 years
b17001c,b17001c026_m90,float,,^jam_float,32,,,Margin of error for: B17001C026
b17001c,b17001c027,float,,^jam_float,33,,,45 to 54 years
b17001c,b17001c027_m90,float,,^jam_float,33,,,Margin of error for: B17001C027
b17001c,b17001c028,float,,^jam_float,34,,,55 to 64 years
b17001c,b17001c028_m90,float,,^jam_float,34,,,Margin of error for: B17001C028
b17001c,b17001c029,float,,^jam_float,35,,,65 to 74 years
b17001c,b17001c029_m90,float,,^jam_float,35,,,Margin of error for: B17001C029
b17001c,b17001c030,float,,^jam_float,36,,,75 years and over
b17001c,b17001c030_m90,float,,^jam_float,36,,,Margin of error for: B17001C030
b17001c,b17001c031,float,,^jam_float,37,,,Income in the past 12 months at or above poverty level:
b17001c,b17001c031_m90,float,,^jam_float,37,,,Margin of error for: B17001C031
b17001c,b17001c032,float,,^jam_float,38,,,Male:
b17001c,b17001c032_m90,float,,^jam_float,38,,,Margin of error for: B17001C032
b17001c,b17001c033,float,,^jam_float,39,,,Under 5 years
b17001c,b17001c033_m90,float,,^jam_float,39,,,Margin of error for: B17001C033
b17001c,b17001c034,float,,^jam_float,40,,,5 years
b17001c,b17001c034_m90,float,,^jam_float,40,,,Margin of error for: B17001C034
b17001c,b17001c035,float,,^jam_float,41,,,6 to 11 years
b17001c,b17001c035_m90,float,,^jam_float,41,,,Margin of error for: B17001C035
b17001c,b17001c036,float,,^jam_float,42,,,12 to 14 years
b17001c,b17001c036_m90,float,,^jam_float,42,,,Margin of error for: B17001C036
b17001c,b17001c037,float,,^jam_float,43,,,15 years
b17001c,b17001c037_m90,float,,^jam_float,43,,,Margin of error for: B17001C037
b17001c,b17001c038,float,,^jam_float,44,,,16 and 17 years
b17001c,b17001c038_m90,float,,^jam_float,44,,,Margin of error for: B17001C038
b17001c,b17001c039,float,,^jam_float,45,,,18 to 24 years
b17001c,b17001c039_m90,float,,^jam_float,45,,,Margin of error for: B17001C039
b17001c,b17001c040,float,,^jam_float,46,,,25 to 34 years
b17001c,b17001c040_m90,float,,^jam_float,46,,,Margin of error for: B17001C040
b17001c,b17001c041,float,,^jam_float,47,,,35 to 44 years
b17001c,b17001c041_m90,float,,^jam_float,47,,,Margin of error for: B17001C041
b17001c,b17001c042,float,,^jam_float,48,,,45 to 54 years
b17001c,b17001c042_m90,float,,^jam_float,48,,,Margin of error for: B17001C042
b17001c,b17001c043,float,,^jam_float,49,,,55 to 64 years
b17001c,b17001c043_m90,float,,^jam_float,49,,,Margin of error for: B17001C043
b17001c,b17001c044,float,,^jam_float,50,,,65 to 74 years
b17001c,b17001c044_m90,float,,^jam_float,50,,,Margin of error for: B17001C044
b17001c,b17001c045,float,,^jam_float,51,,,75 years and over
b17001c,b17001c045_m90,float,,^jam_float,51,,,Margin of error for: B17001C045
b17001c,b17001c046,float,,^jam_float,52,,,Female:
b17001c,b17001c046_m90,float,,^jam_float,52,,,Margin of error for: B17001C046
b17001c,b17001c047,float,,^jam_float,53,,,Under 5 years
b17001c,b17001c047_m90,float,,^jam_float,53,,,Margin of error for: B17001C047
b17001c,b17001c048,float,,^jam_float,54,,,5 years
b17001c,b17001c048_m90,float,,^jam_float,54,,,Margin of error for: B17001C048
b17001c,b17001c049,float,,^jam_float,55,,,6 to 11 years
b17001c,b17001c049_m90,float,,^jam_float,55,,,Margin of error for: B17001C049
b17001c,b17001c050,float,,^jam_float,56,,,12 to 14 years
b17001c,b17001c050_m90,float,,^jam_float,56,,,Margin of error for: B17001C050
b17001c,b17001c051,float,,^jam_float,57,,,15 years
b17001c,b17001c051_m90,float,,^jam_float,57,,,Margin of error for: B17001C051
b17001c,b17001c052,float,,^jam_float,58,,,16 and 17 years
b17001c,b17001c052_m90,float,,^jam_float,58,,,Margin of error for: B17001C052
b17001c,b17001c053,float,,^jam_float,59,,,18 to 24 years
b17001c,b17001c053_m90,float,,^jam_float,59,,,Margin of error for: B17001C053
b17001c,b17001c054,float,,^jam_float,60,,,25 to 34 years
b17001c,b17001c054_m90,float,,^jam_float,60,,,Margin of error for: B17001C054
b17001c,b17001c055,float,,^jam_float,61,,,35 to 44 years
b17001c,b17001c055_m90,float,,^jam_float,61,,,Margin of error for: B17001C055
b17001c,b17001c056,float,,^jam_float,62,,,45 to 54 years
b17001c,b17001c056_m90,float,,^jam_float,62,,,Margin of error for: B17001C056
b17001c,b17001c057,float,,^jam_float,63,,,55 to 64 years
b17001c,b17001c057_m90,float,,^jam_float,63,,,Margin of error for: B17001C057
b17001c,b17001c058,float,,^jam_float,64,,,65 to 74 years
b17001c,b17001c058_m90,float,,^jam_float,64,,,Margin of error for: B17001C058
b17001c,b17001c059,float,,^jam_float,65,,,75 years and over
b17001c,b17001c059_m90,float,,^jam_float,65,,,Margin of error for: B17001C059
,,,,,,,,
c20005d,id,int,,,197,39,91,Sex By Work Experience In The Past 12 Months By Earnings In The Past 12 Months (In 2010 Inflation-Adjusted Dollars) For The Population 16 Years And Over (Asian Alone)
c20005d,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
c20005d,chariter,str,3,,3,,,Character Iteration
c20005d,sequence,int,4,,4,,,Sequence Number
c20005d,logrecno,int,7,,5,,,Logical Record Number
c20005d,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
c20005d,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
c20005d,sumlevel,int,,||row.geoid.sl,,,,Summary Level
c20005d,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
c20005d,c20005d001,float,,^jam_float,197,,,Total:
c20005d,c20005d001_m90,float,,^jam_float,197,,,Margin of error for: C20005D001
c20005d,c20005d002,float,,^jam_float,198,,,Male:
c20005d,c20005d002_m90,float,,^jam_float,198,,,Margin of error for: C20005D002
c20005d,c20005d003,float,,^jam_float,199,,,"Worked full-time, year-round in the past 12 months:"
c20005d,c20005d003_m90,float,,^jam_float,199,,,Margin of error for: C20005D003
c20005d,c20005d004,float,,^jam_float,200,,,No earnings
c20005d,c20005d004_m90,float,,^jam_float,200,,,Margin of error for: C20005D004
c20005d,c20005d005,float,,^jam_float,201,,,With earnings:
c20005d,c20005d005_m90,float,,^jam_float,201,,,Margin of error for: C20005D005
c20005d,c20005d006,float,,^jam_float,202,,,"$1 to $9,999 or loss"
c20005d,c20005d006_m90,float,,^jam_float,202,,,Margin of error for: C20005D006
c20005d,c20005d007,float,,^jam_float,203,,,"$10,000 to $19,999"
c20005d,c20005d007_m90,float,,^jam_float,203,,,Margin of error for: C20005D007
c20005d,c20005d008,float,,^jam_float,204,,,"$20,000 to $29,999"
c20005d,c20005d008_m90,float,,^jam_float,204,,,Margin of error for: C20005D008
c20005d,c20005d009,float,,^jam_float,205,,,"$30,000 to $49,999"
c20005d,c20005d009_m90,float,,^jam_float,205,,,Margin of error for: C20005D009
c20005d,c20005d010,float,,^jam_float,206,,,"$50,000 to $74,999"
c20005d,c20005d010_m90,float,,^jam_float,206,,,Margin of error for: C20005D010
c20005d,c20005d011,float,,^jam_float,207,,,"$75,000 or more"
c20005d,c20005d011_m90,float,,^jam_float,207,,,Margin of error for: C20005D011
c20005d,c20005d012,float,,^jam_float,208,,,Other:
c20005d,c20005d012_m90,float,,^jam_float,208,,,Margin of error for: C20005D012
c20005d,c20005d013,float,,^jam_float,209,,,No earnings
c20005d,c20005d013_m90,float,,^jam_float,209,,,Margin of error for: C20005D013
c20005d,c20005d014,float,,^jam_float,210,,,With earnings:
c20005d,c20005d014_m90,float,,^jam_float,210,,,Margin of error for: C20005D014
c20005d,c20005d015,float,,^jam_float,211,,,"$1 to $9,999 or loss"
c20005d,c20005d015_m90,float,,^jam_float,211,,,Margin of error for: C20005D015
c20005d,c20005d016,float,,^jam_float,212,,,"$10,000 to $19,999"
c20005d,c20005d016_m90,float,,^jam_float,212,,,Margin of error for: C20005D016
c20005d,c20005d017,float,,^jam_float,213,,,"$20,000 to $29,999"
c20005d,c20005d017_m90,float,,^jam_float,213,,,Margin of error for: C20005D017
c20005d,c20005d018,float,,^jam_float,214,,,"$30,000 to $49,999"
c20005d,c20005d018_m90,float,,^jam_float,214,,,Margin of error for: C20005D018
c20005d,c20005d019,float,,^jam_float,215,,,"$50,000 to $74,999"
c20005d,c20005d019_m90,float,,^jam_float,215,,,Margin of error for: C20005D019
c20005d,c20005d020,float,,^jam_float,216,,,"$75,000 or more"
c20005d,c20005d020_m90,float,,^jam_float,216,,,Margin of error for: C20005D020
c20005d,c20005d021,float,,^jam_float,217,,,Female:
c20005d,c20005d021_m90,float,,^jam_float,217,,,Margin of error for: C20005D021
c20005d,c20005d022,float,,^jam_float,218,,,"Worked full-time, year-round in the past 12 months:"
c20005d,c20005d022_m90,float,,^jam_float,218,,,Margin of error for: C20005D022
c20005d,c20005d023,float,,^jam_float,219,,,No earnings
c20005d,c20005d023_m90,float,,^jam_float,219,,,Margin of error for: C20005D023
c20005d,c20005d024,float,,^jam_float,220,,,With earnings:
c20005d,c20005d024_m90,float,,^jam_float,220,,,Margin of error for: C20005D024
c20005d,c20005d025,float,,^jam_float,221,,,"$1 to $9,999 or loss"
c20005d,c20005d025_m90,float,,^jam_float,221,,,Margin of error for: C20005D025
c20005d,c20005d026,float,,^jam_float,222,,,"$10,000 to $19,999"
c20005d,c20005d026_m90,float,,^jam_float,222,,,Margin of error for: C20005D026
c20005d,c20005d027,float,,^jam_float,223,,,"$20,000 to $29,999"
c20005d,c20005d027_m90,float,,^jam_float,223,,,Margin of error for: C20005D027
c20005d,c20005d028,float,,^jam_float,224,,,"$30,000 to $49,999"
c20005d,c20005d028_m90,float,,^jam_float,224,,,Margin of error for: C20005D028
c20005d,c20005d029,float,,^jam_float,225,,,"$50,000 to $74,999"
c20005d,c20005d029_m90,float,,^jam_float,225,,,Margin of error for: C20005D029
c20005d,c20005d030,float,,^jam_float,226,,,"$75,000 or more"
c20005d,c20005d030_m90,float,,^jam_float,226,,,Margin of error for: C20005D030
c20005d,c20005d031,float,,^jam_float,227,,,Other:
c20005d,c20005d031_m90,float,,^jam_float,227,,,Margin of error for: C20005D031
c20005d,c20005d032,float,,^jam_float,228,,,No earnings
c20005d,c20005d032_m90,float,,^jam_float,228,,,Margin of error for: C20005D032
c20005d,c20005d033,float,,^jam_float,229,,,With earnings:
c20005d,c20005d033_m90,float,,^jam_float,229,,,Margin of error for: C20005D033
c20005d,c20005d034,float,,^jam_float,230,,,"$1 to $9,999 or loss"
c20005d,c20005d034_m90,float,,^jam_float,230,,,Margin of error for: C20005D034
c20005d,c20005d035,float,,^jam_float,231,,,"$10,000 to $19,999"
c20005d,c20005d035_m90,float,,^jam_float,231,,,Margin of error for: C20005D035
c20005d,c20005d036,float,,^jam_float,232,,,"$20,000 to $29,999"
c20005d,c20005d036_m90,float,,^jam_float,232,,,Margin of error for: C20005D036
c20005d,c20005d037,float,,^jam_float,233,,,"$30,000 to $49,999"
c20005d,c20005d037_m90,float,,^jam_float,233,,,Margin of error for: C20005D037
c20005d,c20005d038,float,,^jam_float,234,,,"$50,000 to $74,999"
c20005d,c20005d038_m90,float,,^jam_float,234,,,Margin of error for: C20005D038
c20005d,c20005d039,float,,^jam_float,235,,,"$75,000 or more"
c20005d,c20005d039_m90,float,,^jam_float,235,,,Margin of error for: C20005D039
,,,,,,,,
b16005h,id,int,,,181,11,59,"Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over (White Alone, Not Hispanic Or Latino)"
b16005h,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
b16005h,chariter,str,3,,3,,,Character Iteration
b16005h,sequence,int,4,,4,,,Sequence Number
b16005h,logrecno,int,7,,5,,,Logical Record Number
b16005h,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
b16005h,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
b16005h,sumlevel,int,,||row.geoid.sl,,,,Summary Level
b16005h,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
b16005h,b16005h001,float,,^jam_float,181,,,Total:
b16005h,b16005h001_m90,float,,^jam_float,181,,,Margin of error for: B16005H001
b16005h,b16005h002,float,,^jam_float,182,,,Native:
b16005h,b16005h002_m90,float,,^jam_float,182,,,Margin of error for: B16005H002
b16005h,b16005h003,float,,^jam_float,183,,,Speak only English
b16005h,b16005h003_m90,float,,^jam_float,183,,,Margin of error for: B16005H003
b16005h,b16005h004,float,,^jam_float,184,,,Speak another language
b16005h,b16005h004_m90,float,,^jam_float,184,,,Margin of error for: B16005H004
b16005h,b16005h005,float,,^jam_float,185,,,"Speak English ""very well"""
b16005h,b16005h005_m90,float,,^jam_float,185,,,Margin of error for: B16005H005
b16005h,b16005h006,float,,^jam_float,186,,,"Speak English less than ""very well"""
b16005h,b16005h006_m90,float,,^jam_float,186,,,Margin of error for: B16005H006
b16005h,b16005h007,float,,^jam_float,187,,,Foreign born:
b16005h,b16005h007_m90,float,,^jam_float,187,,,Margin of error for: B16005H007
b16005h,b16005h008,float,,^jam_float,188,,,Speak only English
b16005h,b16005h008_m90,float,,^jam_float,188,,,Margin of error for: B16005H008
b16005h,b16005h009,float,,^jam_float,189,,,Speak another language
b16005h,b16005h009_m90,float,,^jam_float,189,,,Margin of error for: B16005H009
b16005h,b16005h010,float,,^jam_float,190,,,"Speak English ""very well"""
b16005h,b16005h010_m90,float,,^jam_float,190,,,Margin of error for: B16005H010
b16005h,b16005h011,float,,^jam_float,191,,,"Speak English less than ""very well"""
b16005h,b16005h011_m90,float,,^jam_float,191,,,Margin of error for: B16005H011
,,,,,,,,
c17023,id,int,,,144,23,72,Poverty Status In The Past 12 Months Of Families By Household Type By Presence Of Own Children Under 18 Years
c17023,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
c17023,chariter,str,3,,3,,,Character Iteration
c17023,sequence,int,4,,4,,,Sequence Number
c17023,logrecno,int,7,,5,,,Logical Record Number
c17023,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
c17023,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
c17023,sumlevel,int,,||row.geoid.sl,,,,Summary Level
c17023,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
c17023,c17023001,float,,^jam_float,144,,,Total:
c17023,c17023001_m90,float,,^jam_float,144,,,Margin of error for: C17023001
c17023,c17023002,float,,^jam_float,145,,,Income in the past 12 months below poverty level:
c17023,c17023002_m90,float,,^jam_float,145,,,Margin of error for: C17023002
c17023,c17023003,float,,^jam_float,146,,,Married-couple family:
c17023,c17023003_m90,float,,^jam_float,146,,,Margin of error for: C17023003
c17023,c17023004,float,,^jam_float,147,,,No own child
c17023,c17023004_m90,float,,^jam_float,147,,,Margin of error for: C17023004
c17023,c17023005,float,,^jam_float,148,,,With own children
c17023,c17023005_m90,float,,^jam_float,148,,,Margin of error for: C17023005
c17023,c17023006,float,,^jam_float,149,,,Other families:
c17023,c17023006_m90,float,,^jam_float,149,,,Margin of error for: C17023006
c17023,c17023007,float,,^jam_float,150,,,"Male householder, no wife present:"
c17023,c17023007_m90,float,,^jam_float,150,,,Margin of error for: C17023007
c17023,c17023008,float,,^jam_float,151,,,No own child
c17023,c17023008_m90,float,,^jam_float,151,,,Margin of error for: C17023008
c17023,c17023009,float,,^jam_float,152,,,With own children
c17023,c17023009_m90,float,,^jam_float,152,,,Margin of error for: C17023009
c17023,c17023010,float,,^jam_float,153,,,"Female householder, no husband present:"
c17023,c17023010_m90,float,,^jam_float,153,,,Margin of error for: C17023010
c17023,c17023011,float,,^jam_float,154,,,No own child
c17023,c17023011_m90,float,,^jam_float,154,,,Margin of error for: C17023011
c17023,c17023012,float,,^jam_float,155,,,With own children
c17023,c17023012_m90,float,,^jam_float,155,,,Margin of error for: C17023012
c17023,c17023013,float,,^jam_float,156,,,Income in the past 12 months at or above poverty level:
c17023,c17023013_m90,float,,^jam_float,156,,,Margin of error for: C17023013
c17023,c17023014,float,,^jam_float,157,,,Married-couple family:
c17023,c17023014_m90,float,,^jam_float,157,,,Margin of error for: C17023014
c17023,c17023015,float,,^jam_float,158,,,No own child
c17023,c17023015_m90,float,,^jam_float,158,,,Margin of error for: C17023015
c17023,c17023016,float,,^jam_float,159,,,With own children
c17023,c17023016_m90,float,,^jam_float,159,,,Margin of error for: C17023016
c17023,c17023017,float,,^jam_float,160,,,Other families:
c17023,c17023017_m90,float,,^jam_float,160,,,Margin of error for: C17023017
c17023,c17023018,float,,^jam_float,161,,,"Male householder, no wife present:"
c17023,c17023018_m90,float,,^jam_float,161,,,Margin of error for: C17023018
c17023,c17023019,float,,^jam_float,162,,,No own child
c17023,c17023019_m90,float,,^jam_float,162,,,Margin of error for: C17023019
c17023,c17023020,float,,^jam_float,163,,,With own children
c17023,c17023020_m90,float,,^jam_float,163,,,Margin of error for: C17023020
c17023,c17023021,float,,^jam_float,164,,,"Female householder, no husband present:"
c17023,c17023021_m90,float,,^jam_float,164,,,Margin of error for: C17023021
c17023,c17023022,float,,^jam_float,165,,,No own child
c17023,c17023022_m90,float,,^jam_float,165,,,Margin of error for: C17023022
c17023,c17023023,float,,^jam_float,166,,,With own children
c17023,c17023023_m90,float,,^jam_float,166,,,Margin of error for: C17023023
,,,,,,,,
b01002h,id,int,,,186,3,14,"Median Age By Sex (White Alone, Not Hispanic Or Latino)"
b01002h,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
b01002h,chariter,str,3,,3,,,Character Iteration
b01002h,sequence,int,4,,4,,,Sequence Number
b01002h,logrecno,int,7,,5,,,Logical Record Number
b01002h,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
b01002h,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
b01002h,sumlevel,int,,||row.geoid.sl,,,,Summary Level
b01002h,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
b01002h,b01002h001,float,,^jam_float,186,,,Total:
b01002h,b01002h001_m90,float,,^jam_float,186,,,Margin of error for: B01002H001
b01002h,b01002h002,float,,^jam_float,187,,,Male
b01002h,b01002h002_m90,float,,^jam_float,187,,,Margin of error for: B01002H002
b01002h,b01002h003,float,,^jam_float,188,,,Female
b01002h,b01002h003_m90,float,,^jam_float,188,,,Margin of error for: B01002H003
,,,,,,,,
c17022,id,int,,,123,21,72,Ratio Of Income To Poverty Level In The Past 12 Months Of Families By Family Type
c17022,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
c17022,chariter,str,3,,3,,,Character Iteration
c17022,sequence,int,4,,4,,,Sequence Number
c17022,logrecno,int,7,,5,,,Logical Record Number
c17022,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
c17022,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
c17022,sumlevel,int,,||row.geoid.sl,,,,Summary Level
c17022,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
c17022,c17022001,float,,^jam_float,123,,,Total:
c17022,c17022001_m90,float,,^jam_float,123,,,Margin of error for: C17022001
c17022,c17022002,float,,^jam_float,124,,,Under 1.30:
c17022,c17022002_m90,float,,^jam_float,124,,,Margin of error for: C17022002
c17022,c17022003,float,,^jam_float,125,,,Married-couple family
c17022,c17022003_m90,float,,^jam_float,125,,,Margin of error for: C17022003
c17022,c17022004,float,,^jam_float,126,,,Other family:
c17022,c17022004_m90,float,,^jam_float,126,,,Margin of error for: C17022004
c17022,c17022005,float,,^jam_float,127,,,"Male householder, no wife present"
c17022,c17022005_m90,float,,^jam_float,127,,,Margin of error for: C17022005
c17022,c17022006,float,,^jam_float,128,,,"Female householder, no husband present"
c17022,c17022006_m90,float,,^jam_float,128,,,Margin of error for: C17022006
c17022,c17022007,float,,^jam_float,129,,,1.30 to 1.49:
c17022,c17022007_m90,float,,^jam_float,129,,,Margin of error for: C17022007
c17022,c17022008,float,,^jam_float,130,,,Married-couple family
c17022,c17022008_m90,float,,^jam_float,130,,,Margin of error for: C17022008
c17022,c17022009,float,,^jam_float,131,,,Other family:
c17022,c17022009_m90,float,,^jam_float,131,,,Margin of error for: C17022009
c17022,c17022010,float,,^jam_float,132,,,"Male householder, no wife present"
c17022,c17022010_m90,float,,^jam_float,132,,,Margin of error for: C17022010
c17022,c17022011,float,,^jam_float,133,,,"Female householder, no husband present"
c17022,c17022011_m90,float,,^jam_float,133,,,Margin of error for: C17022011
c17022,c17022012,float,,^jam_float,134,,,1.50 to 1.84:
c17022,c17022012_m90,float,,^jam_float,134,,,Margin of error for: C17022012
c17022,c17022013,float,,^jam_float,135,,,Married-couple family
c17022,c17022013_m90,float,,^jam_float,135,,,Margin of error for: C17022013
c17022,c17022014,float,,^jam_float,136,,,Other family:
c17022,c17022014_m90,float,,^jam_float,136,,,Margin of error for: C17022014
c17022,c17022015,float,,^jam_float,137,,,"Male householder, no wife present"
c17022,c17022015_m90,float,,^jam_float,137,,,Margin of error for: C17022015
c17022,c17022016,float,,^jam_float,138,,,"Female householder, no husband present"
c17022,c17022016_m90,float,,^jam_float,138,,,Margin of error for: C17022016
c17022,c17022017,float,,^jam_float,139,,,1.85 and above:
c17022,c17022017_m90,float,,^jam_float,139,,,Margin of error for: C17022017
c17022,c17022018,float,,^jam_float,140,,,Married-couple family
c17022,c17022018_m90,float,,^jam_float,140,,,Margin of error for: C17022018
c17022,c17022019,float,,^jam_float,141,,,Other family:
c17022,c17022019_m90,float,,^jam_float,141,,,Margin of error for: C17022019
c17022,c17022020,float,,^jam_float,142,,,"Male householder, no wife present"
c17022,c17022020_m90,float,,^jam_float,142,,,Margin of error for: C17022020
c17022,c17022021,float,,^jam_float,143,,,"Female householder, no husband present"
c17022,c17022021_m90,float,,^jam_float,143,,,Margin of error for: C17022021
,,,,,,,,
b07004a,id,int,,,127,6,30,Geographical Mobility In The Past Year (White Alone) For Current Residence In The United States
b07004a,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
b07004a,chariter,str,3,,3,,,Character Iteration
b07004a,sequence,int,4,,4,,,Sequence Number
b07004a,logrecno,int,7,,5,,,Logical Record Number
