table,sequence_id,column,datatype,description
geofile67,1,id,int,Geofile for: State (Puerto Rico Only)-County-County Subdivision-Subbarrio
geofile67,2,fileid,str,Always equal to ACS Summary File identification
geofile67,3,stusab,str,State Postal Abbreviation
geofile67,4,sumlevel,int,Summary Level
geofile67,5,component,str,Geographic Component
geofile67,6,logrecno,int,Logical Record Number
geofile67,7,state,int,State (FIPS Code)
geofile67,8,county,int,County of current residence
geofile67,9,cousub,int,County Subdivision (FIPS)
geofile67,10,submcd,str,Subminor Civil Division (FIPS)
geofile67,11,geoid,str,Geographic Identifier
geofile67,12,name,str,Area Name
,,,,
geofile323,1,id,int,Geofile for: State- Metropolitan Statistical Area/Metropolitan Division
geofile323,2,fileid,str,Always equal to ACS Summary File identification
geofile323,3,stusab,str,State Postal Abbreviation
geofile323,4,sumlevel,int,Summary Level
geofile323,5,component,str,Geographic Component
geofile323,6,logrecno,int,Logical Record Number
geofile323,7,state,int,State (FIPS Code)
geofile323,8,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile323,9,metdiv,int,Metropolitan Statistical Area-Metropolitan Division
geofile323,10,memi,int,Metropolitan/Micropolitan Indicator Flag
geofile323,11,geoid,str,Geographic Identifier
geofile323,12,name,str,Area Name
,,,,
geofile291,1,id,int,Geofile for: Specified American Indian Area (Reservation or Statistical Entity Only)-Tribal Census Tract
geofile291,2,fileid,str,Always equal to ACS Summary File identification
geofile291,3,stusab,str,State Postal Abbreviation
geofile291,4,sumlevel,int,Summary Level
geofile291,5,component,str,Geographic Component
geofile291,6,logrecno,int,Logical Record Number
geofile291,7,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile291,8,aihhtli,str,American Indian Trust Land/Hawaiian Home Land Indicator
geofile291,9,geoid,str,Geographic Identifier
geofile291,10,name,str,Area Name
geofile291,11,bttr,str,Tribal Tract
,,,,
geofile294,1,id,int,Geofile for: Specified American Indian Area (Off-Reservation Trust Land Only)-Tribal Census Tract-Tribal Block Group
geofile294,2,fileid,str,Always equal to ACS Summary File identification
geofile294,3,stusab,str,State Postal Abbreviation
geofile294,4,sumlevel,int,Summary Level
geofile294,5,component,str,Geographic Component
geofile294,6,logrecno,int,Logical Record Number
geofile294,7,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile294,8,aihhtli,str,American Indian Trust Land/Hawaiian Home Land Indicator
geofile294,9,geoid,str,Geographic Identifier
geofile294,10,name,str,Area Name
geofile294,11,bttr,str,Tribal Tract
geofile294,12,btbg,str,Tribal Block Group
,,,,
geofile400,1,id,int,Geofile for: Urban Area
geofile400,2,fileid,str,Always equal to ACS Summary File identification
geofile400,3,stusab,str,State Postal Abbreviation
geofile400,4,sumlevel,int,Summary Level
geofile400,5,component,str,Geographic Component
geofile400,6,logrecno,int,Logical Record Number
geofile400,7,ua,int,Urban Area
geofile400,8,geoid,str,Geographic Identifier
geofile400,9,name,str,Area Name
,,,,
geofile260,1,id,int,Geofile for: American Indian Area/Alaska Native Area/Hawaiian Home Land-State
geofile260,2,fileid,str,Always equal to ACS Summary File identification
geofile260,3,stusab,str,State Postal Abbreviation
geofile260,4,sumlevel,int,Summary Level
geofile260,5,component,str,Geographic Component
geofile260,6,logrecno,int,Logical Record Number
geofile260,7,state,int,State (FIPS Code)
geofile260,8,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile260,9,geoid,str,Geographic Identifier
geofile260,10,name,str,Area Name
,,,,
geofile350,1,id,int,Geofile for: New England City and Town Area
geofile350,2,fileid,str,Always equal to ACS Summary File identification
geofile350,3,stusab,str,State Postal Abbreviation
geofile350,4,sumlevel,int,Summary Level
geofile350,5,component,str,Geographic Component
geofile350,6,logrecno,int,Logical Record Number
geofile350,7,necta,str,New England City and Town Area
geofile350,8,geoid,str,Geographic Identifier
geofile350,9,name,str,Area Name
,,,,
geofile338,1,id,int,Geofile for: Combined New England City and Town Area -New England City and Town Area-State
geofile338,2,fileid,str,Always equal to ACS Summary File identification
geofile338,3,stusab,str,State Postal Abbreviation
geofile338,4,sumlevel,int,Summary Level
geofile338,5,component,str,Geographic Component
geofile338,6,logrecno,int,Logical Record Number
geofile338,7,state,int,State (FIPS Code)
geofile338,8,necta,str,New England City and Town Area
geofile338,9,cnecta,str,New England City and Town Combined Statistical Area
geofile338,10,geoid,str,Geographic Identifier
geofile338,11,name,str,Area Name
,,,,
geofile314,1,id,int,Geofile for: Metropolitan Statistical Area/Metropolitan Division
geofile314,2,fileid,str,Always equal to ACS Summary File identification
geofile314,3,stusab,str,State Postal Abbreviation
geofile314,4,sumlevel,int,Summary Level
geofile314,5,component,str,Geographic Component
geofile314,6,logrecno,int,Logical Record Number
geofile314,7,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile314,8,metdiv,int,Metropolitan Statistical Area-Metropolitan Division
geofile314,9,memi,int,Metropolitan/Micropolitan Indicator Flag
geofile314,10,geoid,str,Geographic Identifier
geofile314,11,name,str,Area Name
,,,,
geofile321,1,id,int,Geofile for: State- CBSA -Principal City
geofile321,2,fileid,str,Always equal to ACS Summary File identification
geofile321,3,stusab,str,State Postal Abbreviation
geofile321,4,sumlevel,int,Summary Level
geofile321,5,component,str,Geographic Component
geofile321,6,logrecno,int,Logical Record Number
geofile321,7,state,int,State (FIPS Code)
geofile321,8,place,int,Place (FIPS Code)
geofile321,9,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile321,10,pci,str,Principal City Indicator
geofile321,11,geoid,str,Geographic Identifier
geofile321,12,name,str,Area Name
,,,,
geofile355,1,id,int,Geofile for: New England City and Town Area (NECTA)-NECTA Division
geofile355,2,fileid,str,Always equal to ACS Summary File identification
geofile355,3,stusab,str,State Postal Abbreviation
geofile355,4,sumlevel,int,Summary Level
geofile355,5,component,str,Geographic Component
geofile355,6,logrecno,int,Logical Record Number
geofile355,7,necta,str,New England City and Town Area
geofile355,8,nectadiv,str,New England City and Town Area Division
geofile355,9,geoid,str,Geographic Identifier
geofile355,10,name,str,Area Name
,,,,
geofile610,1,id,int,Geofile for: State Senate District
geofile610,2,fileid,str,Always equal to ACS Summary File identification
geofile610,3,stusab,str,State Postal Abbreviation
geofile610,4,sumlevel,int,Summary Level
geofile610,5,component,str,Geographic Component
geofile610,6,logrecno,int,Logical Record Number
geofile610,7,state,int,State (FIPS Code)
geofile610,8,sldu,str,State Legislative District Upper
geofile610,9,geoid,str,Geographic Identifier
geofile610,10,name,str,Area Name
,,,,
geofile315,1,id,int,Geofile for: Metropolitan Statistical Area/Metropolitan Division-State
geofile315,2,fileid,str,Always equal to ACS Summary File identification
geofile315,3,stusab,str,State Postal Abbreviation
geofile315,4,sumlevel,int,Summary Level
geofile315,5,component,str,Geographic Component
geofile315,6,logrecno,int,Logical Record Number
geofile315,7,state,int,State (FIPS Code)
geofile315,8,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile315,9,metdiv,int,Metropolitan Statistical Area-Metropolitan Division
geofile315,10,memi,int,Metropolitan/Micropolitan Indicator Flag
geofile315,11,geoid,str,Geographic Identifier
geofile315,12,name,str,Area Name
,,,,
geofile970,1,id,int,Geofile for: State-Unified School District
geofile970,2,fileid,str,Always equal to ACS Summary File identification
geofile970,3,stusab,str,State Postal Abbreviation
geofile970,4,sumlevel,int,Summary Level
geofile970,5,component,str,Geographic Component
geofile970,6,logrecno,int,Logical Record Number
geofile970,7,state,int,State (FIPS Code)
geofile970,8,sduni,int,State-School District (Unified)
geofile970,9,geoid,str,Geographic Identifier
geofile970,10,name,str,Area Name
,,,,
geofile430,1,id,int,Geofile for: Urban Area-State-County
geofile430,2,fileid,str,Always equal to ACS Summary File identification
geofile430,3,stusab,str,State Postal Abbreviation
geofile430,4,sumlevel,int,Summary Level
geofile430,5,component,str,Geographic Component
geofile430,6,logrecno,int,Logical Record Number
geofile430,7,state,int,State (FIPS Code)
geofile430,8,county,int,County of current residence
geofile430,9,ua,int,Urban Area
geofile430,10,geoid,str,Geographic Identifier
geofile430,11,name,str,Area Name
,,,,
geofile258,1,id,int,Geofile for: Specified American Indian Area-Tribal Census Tract-Tribal Block Group
geofile258,2,fileid,str,Always equal to ACS Summary File identification
geofile258,3,stusab,str,State Postal Abbreviation
geofile258,4,sumlevel,int,Summary Level
geofile258,5,component,str,Geographic Component
geofile258,6,logrecno,int,Logical Record Number
geofile258,7,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile258,8,geoid,str,Geographic Identifier
geofile258,9,name,str,Area Name
geofile258,10,bttr,str,Tribal Tract
geofile258,11,btbg,str,Tribal Block Group
,,,,
geofile410,1,id,int,Geofile for: Urban Area-State
geofile410,2,fileid,str,Always equal to ACS Summary File identification
geofile410,3,stusab,str,State Postal Abbreviation
geofile410,4,sumlevel,int,Summary Level
geofile410,5,component,str,Geographic Component
geofile410,6,logrecno,int,Logical Record Number
geofile410,7,state,int,State (FIPS Code)
geofile410,8,ua,int,Urban Area
geofile410,9,geoid,str,Geographic Identifier
geofile410,10,name,str,Area Name
,,,,
geofile337,1,id,int,Geofile for: Combined New England City and Town Area -New England City and Town Area
geofile337,2,fileid,str,Always equal to ACS Summary File identification
geofile337,3,stusab,str,State Postal Abbreviation
geofile337,4,sumlevel,int,Summary Level
geofile337,5,component,str,Geographic Component
geofile337,6,logrecno,int,Logical Record Number
geofile337,7,necta,str,New England City and Town Area
geofile337,8,cnecta,str,New England City and Town Combined Statistical Area
geofile337,9,geoid,str,Geographic Identifier
geofile337,10,name,str,Area Name
,,,,
geofile286,1,id,int,Geofile for: State-American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land
geofile286,2,fileid,str,Always equal to ACS Summary File identification
geofile286,3,stusab,str,State Postal Abbreviation
geofile286,4,sumlevel,int,Summary Level
geofile286,5,component,str,Geographic Component
geofile286,6,logrecno,int,Logical Record Number
geofile286,7,state,int,State (FIPS Code)
geofile286,8,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile286,9,aihhtli,str,American Indian Trust Land/Hawaiian Home Land Indicator
geofile286,10,geoid,str,Geographic Identifier
geofile286,11,name,str,Area Name
,,,,
geofile950,1,id,int,Geofile for: State-Elementary School District
geofile950,2,fileid,str,Always equal to ACS Summary File identification
geofile950,3,stusab,str,State Postal Abbreviation
geofile950,4,sumlevel,int,Summary Level
geofile950,5,component,str,Geographic Component
geofile950,6,logrecno,int,Logical Record Number
geofile950,7,state,int,State (FIPS Code)
geofile950,8,sdelm,int,State-School District (Elementary)
geofile950,9,geoid,str,Geographic Identifier
geofile950,10,name,str,Area Name
,,,,
geofile356,1,id,int,Geofile for: New England City and Town Area (NECTA)-NECTA Division-State
geofile356,2,fileid,str,Always equal to ACS Summary File identification
geofile356,3,stusab,str,State Postal Abbreviation
geofile356,4,sumlevel,int,Summary Level
geofile356,5,component,str,Geographic Component
geofile356,6,logrecno,int,Logical Record Number
geofile356,7,state,int,State (FIPS Code)
geofile356,8,necta,str,New England City and Town Area
geofile356,9,nectadiv,str,New England City and Town Area Division
geofile356,10,geoid,str,Geographic Identifier
geofile356,11,name,str,Area Name
,,,,
geofile316,1,id,int,Geofile for: Metropolitan Statistical Area/Metropolitan Division-State-County
geofile316,2,fileid,str,Always equal to ACS Summary File identification
geofile316,3,stusab,str,State Postal Abbreviation
geofile316,4,sumlevel,int,Summary Level
geofile316,5,component,str,Geographic Component
geofile316,6,logrecno,int,Logical Record Number
geofile316,7,state,int,State (FIPS Code)
geofile316,8,county,int,County of current residence
geofile316,9,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile316,10,metdiv,int,Metropolitan Statistical Area-Metropolitan Division
geofile316,11,memi,int,Metropolitan/Micropolitan Indicator Flag
geofile316,12,geoid,str,Geographic Identifier
geofile316,13,name,str,Area Name
,,,,
geofile332,1,id,int,Geofile for: Combined Statistical Area-CBSA
geofile332,2,fileid,str,Always equal to ACS Summary File identification
geofile332,3,stusab,str,State Postal Abbreviation
geofile332,4,sumlevel,int,Summary Level
geofile332,5,component,str,Geographic Component
geofile332,6,logrecno,int,Logical Record Number
geofile332,7,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile332,8,csa,int,Combined Statistical Area
geofile332,9,geoid,str,Geographic Identifier
geofile332,10,name,str,Area Name
,,,,
geofile345,1,id,int,Geofile for: State-Combined New England City and Town Area
geofile345,2,fileid,str,Always equal to ACS Summary File identification
geofile345,3,stusab,str,State Postal Abbreviation
geofile345,4,sumlevel,int,Summary Level
geofile345,5,component,str,Geographic Component
geofile345,6,logrecno,int,Logical Record Number
geofile345,7,state,int,State (FIPS Code)
geofile345,8,cnecta,str,New England City and Town Combined Statistical Area
geofile345,9,geoid,str,Geographic Identifier
geofile345,10,name,str,Area Name
,,,,
geofile612,1,id,int,Geofile for: State Senate District-County
geofile612,2,fileid,str,Always equal to ACS Summary File identification
geofile612,3,stusab,str,State Postal Abbreviation
geofile612,4,sumlevel,int,Summary Level
geofile612,5,component,str,Geographic Component
geofile612,6,logrecno,int,Logical Record Number
geofile612,7,state,int,State (FIPS Code)
geofile612,8,county,int,County of current residence
geofile612,9,sldu,str,State Legislative District Upper
geofile612,10,geoid,str,Geographic Identifier
geofile612,11,name,str,Area Name
,,,,
geofile256,1,id,int,Geofile for: Specified American Indian Area5-Tribal Census Tract6
geofile256,2,fileid,str,Always equal to ACS Summary File identification
geofile256,3,stusab,str,State Postal Abbreviation
geofile256,4,sumlevel,int,Summary Level
geofile256,5,component,str,Geographic Component
geofile256,6,logrecno,int,Logical Record Number
geofile256,7,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile256,8,geoid,str,Geographic Identifier
geofile256,9,name,str,Area Name
geofile256,10,bttr,str,Tribal Tract
,,,,
geofile70,1,id,int,Geofile for: County Subdivision-Place/Remainder
geofile70,2,fileid,str,Always equal to ACS Summary File identification
geofile70,3,stusab,str,State Postal Abbreviation
geofile70,4,sumlevel,int,Summary Level
geofile70,5,component,str,Geographic Component
geofile70,6,logrecno,int,Logical Record Number
geofile70,7,state,int,State (FIPS Code)
geofile70,8,county,int,County of current residence
geofile70,9,cousub,int,County Subdivision (FIPS)
geofile70,10,place,int,Place (FIPS Code)
geofile70,11,geoid,str,Geographic Identifier
geofile70,12,name,str,Area Name
,,,,
geofile336,1,id,int,Geofile for: Combined New England City and Town Area -State
geofile336,2,fileid,str,Always equal to ACS Summary File identification
geofile336,3,stusab,str,State Postal Abbreviation
geofile336,4,sumlevel,int,Summary Level
geofile336,5,component,str,Geographic Component
geofile336,6,logrecno,int,Logical Record Number
geofile336,7,state,int,State (FIPS Code)
geofile336,8,cnecta,str,New England City and Town Combined Statistical Area
geofile336,9,geoid,str,Geographic Identifier
geofile336,10,name,str,Area Name
,,,,
geofile357,1,id,int,Geofile for: New England City and Town Area (NECTA)-NECTA Division-State-County
geofile357,2,fileid,str,Always equal to ACS Summary File identification
geofile357,3,stusab,str,State Postal Abbreviation
geofile357,4,sumlevel,int,Summary Level
geofile357,5,component,str,Geographic Component
geofile357,6,logrecno,int,Logical Record Number
geofile357,7,state,int,State (FIPS Code)
geofile357,8,county,int,County of current residence
geofile357,9,necta,str,New England City and Town Area
geofile357,10,nectadiv,str,New England City and Town Area Division
geofile357,11,geoid,str,Geographic Identifier
geofile357,12,name,str,Area Name
,,,,
geofile310,1,id,int,Geofile for: CBSA
geofile310,2,fileid,str,Always equal to ACS Summary File identification
geofile310,3,stusab,str,State Postal Abbreviation
geofile310,4,sumlevel,int,Summary Level
geofile310,5,component,str,Geographic Component
geofile310,6,logrecno,int,Logical Record Number
geofile310,7,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile310,8,geoid,str,Geographic Identifier
geofile310,9,name,str,Area Name
,,,,
geofile320,1,id,int,Geofile for: State- CBSA
geofile320,2,fileid,str,Always equal to ACS Summary File identification
geofile320,3,stusab,str,State Postal Abbreviation
geofile320,4,sumlevel,int,Summary Level
geofile320,5,component,str,Geographic Component
geofile320,6,logrecno,int,Logical Record Number
geofile320,7,state,int,State (FIPS Code)
geofile320,8,cbsa,int,Metropolitan and Micropolitan Statistical Area
geofile320,9,geoid,str,Geographic Identifier
geofile320,10,name,str,Area Name
,,,,
geofile293,1,id,int,Geofile for: Specified American Indian Area (Reservation or Statistical Entity Only)-Tribal Census Tract-Tribal Block Group
geofile293,2,fileid,str,Always equal to ACS Summary File identification
geofile293,3,stusab,str,State Postal Abbreviation
geofile293,4,sumlevel,int,Summary Level
geofile293,5,component,str,Geographic Component
geofile293,6,logrecno,int,Logical Record Number
geofile293,7,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile293,8,aihhtli,str,American Indian Trust Land/Hawaiian Home Land Indicator
geofile293,9,geoid,str,Geographic Identifier
geofile293,10,name,str,Area Name
geofile293,11,bttr,str,Tribal Tract
geofile293,12,btbg,str,Tribal Block Group
,,,,
geofile550,1,id,int,Geofile for: Congressional District-American IndianArea/Alaska NativeArea/Hawaiian Home Land
geofile550,2,fileid,str,Always equal to ACS Summary File identification
geofile550,3,stusab,str,State Postal Abbreviation
geofile550,4,sumlevel,int,Summary Level
geofile550,5,component,str,Geographic Component
geofile550,6,logrecno,int,Logical Record Number
geofile550,7,state,int,State (FIPS Code)
geofile550,8,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile550,9,cdcurr,int,Current Congressional District ***
geofile550,10,geoid,str,Geographic Identifier
geofile550,11,name,str,Area Name
,,,,
geofile10,1,id,int,Geofile for: United States
geofile10,2,fileid,str,Always equal to ACS Summary File identification
geofile10,3,stusab,str,State Postal Abbreviation
geofile10,4,sumlevel,int,Summary Level
geofile10,5,component,str,Geographic Component
geofile10,6,logrecno,int,Logical Record Number
geofile10,7,us,str,US
geofile10,8,memi,int,Metropolitan/Micropolitan Indicator Flag
geofile10,9,ur,str,Urban/Rural
geofile10,10,pci,str,Principal City Indicator
geofile10,11,geoid,str,Geographic Identifier
geofile10,12,name,str,Area Name
,,,,
geofile254,1,id,int,Geofile for: American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land
geofile254,2,fileid,str,Always equal to ACS Summary File identification
geofile254,3,stusab,str,State Postal Abbreviation
geofile254,4,sumlevel,int,Summary Level
geofile254,5,component,str,Geographic Component
geofile254,6,logrecno,int,Logical Record Number
geofile254,7,aianhh,int,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)
geofile254,8,aihhtli,str,American Indian Trust Land/Hawaiian Home Land Indicator
geofile254,9,geoid,str,Geographic Identifier
geofile254,10,name,str,Area Name
,,,,
geofile352,1,id,int,Geofile for: New England City and Town Area-State-Principal City
geofile352,2,fileid,str,Always equal to ACS Summary File identification
geofile352,3,stusab,str,State Postal Abbreviation
geofile352,4,sumlevel,int,Summary Level
geofile352,5,component,str,Geographic Component
geofile352,6,logrecno,int,Logical Record Number
geofile352,7,state,int,State (FIPS Code)
geofile352,8,place,int,Place (FIPS Code)
geofile352,9,necta,str,New England City and Town Area
geofile352,10,geoid,str,Geographic Identifier
geofile352,11,name,str,Area Name
,,,,
geofile335,1,id,int,Geofile for: Combined New England City and Town Area
geofile335,2,fileid,str,Always equal to ACS Summary File identification
geofile335,3,stusab,str,State Postal Abbreviation
geofile335,4,sumlevel,int,Summary Level
geofile335,5,component,str,Geographic Component
geofile335,6,logrecno,int,Logical Record Number
geofile335,7,cnecta,str,New England City and Town Combined Statistical Area
geofile335,8,geoid,str,Geographic Identifier
geofile335,9,name,str,Area Name
,,,,
geofile50,1,id,int,Geofile for: County
geofile50,2,fileid,str,Always equal to ACS Summary File identification
geofile50,3,stusab,str,State Postal Abbreviation
geofile50,4,sumlevel,int,Summary Level
geofile50,5,component,str,Geographic Component
geofile50,6,logrecno,int,Logical Record Number
geofile50,7,state,int,State (FIPS Code)
geofile50,8,county,int,County of current residence
geofile50,9,geoid,str,Geographic Identifier
geofile50,10,name,str,Area Name
